playerid,yearid,stint,teamid,lgid,position,games,games_started,innouts,putouts,assists,errors,double_plays,passed_balls,wild_pitches,opp_sbs,opp_cs,zone_rating
aaronha01,1966,1,ATL,NL,2B,2,0,9,0,0,0,0,,,,,
aaronha01,1966,1,ATL,NL,OF,158,157,4066,315,12,4,5,,,,,
abernte02,1966,1,CHN,NL,P,20,0,83,2,12,0,0,,,,,
abernte02,1966,2,ATL,NL,P,38,0,196,9,13,2,0,,,,,
adairje01,1966,1,BAL,AL,2B,13,13,346,30,33,2,7,,,,,
adairje01,1966,2,CHA,AL,2B,50,39,1009,89,92,3,19,,,,,
adairje01,1966,2,CHA,AL,SS,75,63,1738,109,236,9,35,,,,,
adcocjo01,1966,1,CAL,AL,1B,71,57,1572,565,39,2,60,,,,,
adlesda01,1966,1,HOU,NL,C,1,0,21,11,0,0,0,0,0,0,0,0
ageeto01,1966,1,CHA,AL,OF,159,159,4306,376,12,7,7,,,,,
aguirha01,1966,1,DET,AL,P,30,14,310,2,13,4,0,,,,,
akerja01,1966,1,KC1,AL,P,66,0,339,9,32,0,1,,,,,
allenbe01,1966,1,MIN,AL,2B,89,86,2302,191,214,11,46,,,,,
allenbe01,1966,1,MIN,AL,3B,2,0,18,0,2,0,1,,,,,
allenbo04,1966,1,CLE,AL,P,36,0,154,2,12,1,1,,,,,
allendi01,1966,1,PHI,NL,3B,91,91,2419,81,180,9,15,,,,,
allendi01,1966,1,PHI,NL,OF,47,46,1122,65,2,5,0,,,,,
allenha02,1966,1,WS2,AL,OF,9,9,246,22,0,2,0,,,,,
alleyge01,1966,1,PIT,NL,SS,143,141,3743,235,472,15,128,,,,,
allisbo01,1966,1,MIN,AL,OF,56,47,1250,86,3,3,0,,,,,
alomasa01,1966,1,ATL,NL,2B,21,12,315,24,28,1,11,,,,,
alomasa01,1966,1,ATL,NL,SS,5,1,54,6,6,0,0,,,,,
aloufe01,1966,1,ATL,NL,1B,90,82,2139,769,53,10,63,,,,,
aloufe01,1966,1,ATL,NL,3B,3,0,30,1,1,0,0,,,,,
aloufe01,1966,1,ATL,NL,OF,79,71,1907,164,8,3,0,,,,,
aloufe01,1966,1,ATL,NL,SS,1,0,14,1,2,0,0,,,,,
alouje01,1966,1,SFN,NL,OF,100,91,2467,141,4,5,1,,,,,
alouma01,1966,1,PIT,NL,OF,136,121,3335,264,11,8,3,,,,,
altmage01,1966,1,CHN,NL,1B,4,3,78,27,2,0,1,,,,,
altmage01,1966,1,CHN,NL,OF,42,34,907,42,4,2,0,,,,,
alvisma01,1966,1,CLE,AL,3B,157,157,4255,180,280,20,24,,,,,
amalfjo01,1966,1,CHN,NL,2B,12,8,213,23,19,1,5,,,,,
amalfjo01,1966,1,CHN,NL,3B,3,0,10,0,0,0,0,,,,,
amalfjo01,1966,1,CHN,NL,SS,2,0,6,0,0,0,0,,,,,
amaroru01,1966,1,NYA,AL,SS,14,8,203,17,25,1,8,,,,,
andremi01,1966,1,BOS,AL,2B,5,5,129,11,18,0,2,,,,,
aparilu01,1966,1,BAL,AL,SS,151,151,4098,303,441,17,104,,,,,
arlicdo01,1966,1,HOU,NL,P,7,0,12,0,0,0,0,,,,,
arrigge01,1966,1,CIN,NL,P,3,0,22,0,0,0,0,,,,,
arrigge01,1966,2,NYN,NL,P,17,5,130,4,8,1,2,,,,,
asprobo01,1966,1,HOU,NL,1B,2,0,15,5,0,1,1,,,,,
asprobo01,1966,1,HOU,NL,3B,149,146,3854,149,261,16,18,,,,,
asprobo01,1966,1,HOU,NL,SS,2,1,29,0,3,1,0,,,,,
austde01,1966,1,SLN,NL,P,9,0,29,1,1,0,0,,,,,
azcuejo01,1966,1,CLE,AL,C,97,87,2322,588,40,7,3,12,23,17,28,1
bahnsst01,1966,1,NYA,AL,P,4,3,69,1,3,0,0,,,,,
bailebo01,1966,1,PIT,NL,3B,96,88,2431,57,201,12,20,,,,,
bailebo01,1966,1,PIT,NL,OF,20,21,417,24,1,0,0,,,,,
baldsja01,1966,1,CIN,NL,P,42,0,172,1,11,1,2,,,,,
baldwda01,1966,1,WS2,AL,P,4,0,21,0,0,0,0,,,,,
balesle01,1966,1,ATL,NL,2B,7,3,109,12,16,0,2,,,,,
balesle01,1966,1,ATL,NL,3B,3,0,12,0,1,0,0,,,,,
bandosa01,1966,1,KC1,AL,3B,7,6,169,5,23,2,1,,,,,
bankser01,1966,1,CHN,NL,1B,130,127,3334,1178,81,10,88,,,,,
bankser01,1966,1,CHN,NL,3B,8,5,147,5,11,3,0,,,,,
barbest01,1966,1,BAL,AL,P,25,22,400,5,30,2,1,,,,,
barbiji01,1966,1,LAN,NL,OF,20,17,424,29,2,2,1,,,,,
barkera01,1966,1,NYA,AL,1B,47,14,577,196,25,3,11,,,,,
barnoed01,1966,1,BAL,AL,P,2,0,9,0,1,0,0,,,,,
bartobo01,1966,1,SFN,NL,C,39,26,703,161,19,1,4,0,5,15,14,1
batemjo01,1966,1,HOU,NL,C,121,120,3069,731,63,15,14,21,46,49,26,7
batteea01,1966,1,MIN,AL,C,113,113,2710,705,45,4,9,3,26,41,25,2
bearnla01,1966,1,NYN,NL,P,29,1,164,4,14,0,0,,,,,
beckegl01,1966,1,CHN,NL,2B,152,151,4068,373,402,24,89,,,,,
beckegl01,1966,1,CHN,NL,SS,1,1,18,0,1,0,0,,,,,
belanma01,1966,1,BAL,AL,SS,6,4,132,9,20,0,3,,,,,
belinbo01,1966,1,PHI,NL,P,9,1,46,0,3,0,0,,,,,
bellga01,1966,1,CLE,AL,P,40,37,763,8,50,2,3,,,,,
bennede01,1966,1,BOS,AL,P,16,13,225,0,9,0,0,,,,,
berryke01,1966,1,CHA,AL,OF,141,114,3280,208,10,2,1,,,,,
bertafr01,1966,1,BAL,AL,P,16,9,190,2,4,4,0,,,,,
blairpa01,1966,1,BAL,AL,OF,127,79,2363,204,4,2,2,,,,,
blancgi01,1966,1,KC1,AL,P,11,8,115,0,9,1,0,,,,,
blasido01,1966,1,WS2,AL,2B,58,50,1338,119,132,4,32,,,,,
blasido01,1966,1,WS2,AL,SS,1,0,6,0,0,0,0,,,,,
blasido01,1966,2,KC1,AL,2B,4,3,69,5,9,0,2,,,,,
blasiwa01,1966,1,ATL,NL,P,16,12,203,4,10,1,1,,,,,
blassst01,1966,1,PIT,NL,P,34,25,467,6,15,3,1,,,,,
blefacu01,1966,1,BAL,AL,1B,20,11,397,115,12,1,9,,,,,
blefacu01,1966,1,BAL,AL,OF,109,104,2543,159,5,4,0,,,,,
boccajo01,1966,1,CHN,NL,1B,30,17,536,182,15,0,12,,,,,
boccajo01,1966,1,CHN,NL,C,5,4,114,25,2,0,0,2,5,1,2,0
boccajo01,1966,1,CHN,NL,OF,33,28,735,48,3,1,1,,,,,
bolinbo01,1966,1,SFN,NL,P,36,34,673,13,30,5,0,,,,,
bollifr01,1966,1,ATL,NL,2B,67,57,1534,134,150,5,35,,,,,
bollogr01,1966,1,CHA,AL,P,3,1,21,0,1,0,0,,,,,
bookebu01,1966,1,CLE,AL,C,12,5,151,25,2,1,0,1,1,3,1,0
boozejo01,1966,1,PHI,NL,P,2,2,16,0,1,0,0,,,,,
boschdo01,1966,1,PIT,NL,OF,1,0,6,0,0,0,0,,,,,
bosmadi01,1966,1,WS2,AL,P,13,7,117,1,3,0,0,,,,,
bosweda01,1966,1,MIN,AL,P,28,21,508,10,29,2,0,,,,,
boutoji01,1966,1,NYA,AL,P,24,19,361,13,22,3,2,,,,,
bowensa01,1966,1,BAL,AL,OF,68,56,1635,114,7,5,2,,,,,
boyercl02,1966,1,NYA,AL,3B,85,84,2223,87,226,11,12,,,,,
boyercl02,1966,1,NYA,AL,SS,59,59,1537,114,170,7,26,,,,,
boyerke01,1966,1,NYN,NL,1B,2,1,36,12,2,0,1,,,,,
boyerke01,1966,1,NYN,NL,3B,130,125,3262,113,292,21,33,,,,,
brabege01,1966,1,BAL,AL,P,31,1,213,7,12,2,0,,,,,
bradfbu01,1966,1,CHA,AL,OF,9,6,194,5,0,1,0,,,,,
brandbu01,1966,1,BOS,AL,P,40,17,473,13,26,1,0,,,,,
brandja01,1966,1,PHI,NL,OF,71,44,1206,78,3,1,0,,,,,
brandro01,1966,1,HOU,NL,2B,9,7,207,15,23,1,5,,,,,
brandro01,1966,1,HOU,NL,3B,1,0,2,0,0,0,0,,,,,
brandro01,1966,1,HOU,NL,C,25,15,485,132,6,2,1,1,5,8,4,0
brandro01,1966,1,HOU,NL,OF,3,2,45,3,0,0,0,,,,,
bressed01,1966,1,NYN,NL,1B,9,5,120,42,6,1,3,,,,,
bressed01,1966,1,NYN,NL,2B,7,8,205,16,17,1,3,,,,,
bressed01,1966,1,NYN,NL,3B,32,24,704,20,68,5,9,,,,,
bressed01,1966,1,NYN,NL,SS,94,73,1936,135,252,16,52,,,,,
breweji01,1966,1,LAN,NL,P,13,0,66,1,5,0,1,,,,,
briggjo02,1966,1,PHI,NL,OF,69,58,1657,126,3,3,0,,,,,
brilene01,1966,1,SLN,NL,P,49,17,462,9,29,1,3,,,,,
brinked01,1966,1,WS2,AL,SS,158,157,4145,263,501,28,83,,,,,
brocklo01,1966,1,SLN,NL,OF,154,152,4100,269,9,19,1,,,,,
brogler01,1966,1,CHN,NL,P,15,11,187,2,18,0,2,,,,,
brownby01,1966,1,CHN,NL,OF,114,112,3037,200,3,7,0,,,,,
brownga01,1966,1,DET,AL,OF,43,34,960,46,4,1,1,,,,,
brownla01,1966,1,CLE,AL,2B,10,8,206,22,26,4,7,,,,,
brownla01,1966,1,CLE,AL,SS,90,88,2347,131,238,15,45,,,,,
brownol02,1966,1,SFN,NL,OF,114,93,2691,163,12,4,1,,,,,
brucebo01,1966,1,HOU,NL,P,25,23,389,15,18,0,1,,,,,
brumlmi01,1966,1,WS2,AL,C,7,4,111,19,4,0,0,2,2,0,1,0
brunege01,1966,1,CAL,AL,P,41,32,636,11,33,1,2,,,,,
brunsar01,1966,1,DET,AL,C,2,0,18,4,0,0,0,0,0,0,0,0
bryanbi01,1966,1,KC1,AL,1B,3,3,81,26,0,0,1,,,,,
bryanbi01,1966,1,KC1,AL,C,21,14,382,99,11,4,2,3,6,16,4,1
bryanbi01,1966,2,NYA,AL,1B,3,2,57,16,1,1,3,,,,,
bryanbi01,1966,2,NYA,AL,C,14,13,374,73,11,1,2,1,5,8,7,0
bryando01,1966,1,CHN,NL,C,10,6,171,42,3,1,2,0,2,5,1,0
bucheje01,1966,1,SLN,NL,2B,49,38,974,79,107,5,30,,,,,
bucheje01,1966,1,SLN,NL,3B,4,4,108,3,8,1,0,,,,,
bucheje01,1966,1,SLN,NL,SS,48,38,1015,69,113,13,22,,,,,
bufordo01,1966,1,CHA,AL,2B,37,31,810,88,81,8,18,,,,,
bufordo01,1966,1,CHA,AL,3B,133,121,3290,98,301,26,24,,,,,
bufordo01,1966,1,CHA,AL,OF,11,6,179,13,1,0,0,,,,,
buhlbo01,1966,1,CHN,NL,P,1,1,7,0,1,0,0,,,,,
buhlbo01,1966,2,PHI,NL,P,32,18,396,16,22,1,3,,,,,
bunkewa01,1966,1,BAL,AL,P,29,24,428,8,19,0,3,,,,,
bunniji01,1966,1,PHI,NL,P,43,41,942,18,30,2,0,,,,,
burdabo01,1966,1,SFN,NL,1B,7,0,60,26,2,0,0,,,,,
burdabo01,1966,1,SFN,NL,OF,4,4,78,2,0,0,0,,,,,
burdele01,1966,1,CAL,AL,P,54,0,239,8,11,2,0,,,,,
burgesm01,1966,1,CHA,AL,C,2,0,15,4,0,0,0,0,0,0,0,0
buzhajo01,1966,1,CHA,AL,P,33,22,451,19,34,1,1,,,,,
callijo01,1966,1,PHI,NL,OF,154,150,4040,275,12,3,2,,,,,
camildo02,1966,1,WS2,AL,C,39,32,829,180,21,2,2,4,6,11,14,1
campabe01,1966,1,KC1,AL,SS,138,137,3616,283,350,19,80,,,,,
campaji01,1966,1,LAN,NL,C,1,0,6,2,0,0,0,0,0,0,0,0
campbro01,1966,1,CHN,NL,3B,7,6,156,8,13,1,3,,,,,
campbro01,1966,1,CHN,NL,SS,11,9,246,9,40,1,6,,,,,
cardejo02,1966,1,CAL,AL,OF,146,139,3635,351,10,3,4,,,,,
cardele01,1966,1,CIN,NL,SS,160,160,4278,279,446,15,87,,,,,
cardwdo01,1966,1,PIT,NL,P,32,14,305,13,24,2,2,,,,,
carltst01,1966,1,SLN,NL,P,9,9,156,2,10,0,2,,,,,
carpifr01,1966,1,HOU,NL,P,10,0,18,0,0,1,0,,,,,
carreca01,1966,1,BAL,AL,C,3,2,73,24,0,0,0,2,1,2,2,0
carrocl02,1966,1,ATL,NL,P,73,3,433,6,31,0,2,,,,,
cartyri01,1966,1,ATL,NL,1B,2,0,19,4,0,0,0,,,,,
cartyri01,1966,1,ATL,NL,3B,1,0,5,0,0,0,0,,,,,
cartyri01,1966,1,ATL,NL,C,17,14,387,88,8,3,1,2,5,6,5,0
cartyri01,1966,1,ATL,NL,OF,126,118,3156,226,8,7,0,,,,,
casanpa01,1966,1,WS2,AL,C,119,113,3098,674,53,14,12,6,30,37,32,3
cashno01,1966,1,DET,AL,1B,158,156,4142,1271,114,17,118,,,,,
caterda01,1966,1,CHA,AL,OF,18,15,409,20,0,2,0,,,,,
caterda01,1966,2,KC1,AL,1B,53,49,1342,459,36,3,48,,,,,
caterda01,1966,2,KC1,AL,3B,42,39,1020,46,67,5,6,,,,,
caterda01,1966,2,KC1,AL,OF,22,21,531,40,1,1,1,,,,,
causewa01,1966,1,KC1,AL,3B,15,13,360,15,12,4,3,,,,,
causewa01,1966,1,KC1,AL,SS,10,8,210,14,25,2,3,,,,,
causewa01,1966,2,CHA,AL,2B,60,43,1069,86,110,4,15,,,,,
causewa01,1966,2,CHA,AL,3B,1,0,9,0,2,0,0,,,,,
causewa01,1966,2,CHA,AL,SS,1,0,6,0,1,1,0,,,,,
cepedor01,1966,1,SFN,NL,1B,6,5,126,55,1,0,5,,,,,
cepedor01,1966,1,SFN,NL,OF,8,8,159,7,0,2,0,,,,,
cepedor01,1966,2,SLN,NL,1B,120,120,3214,1109,62,13,111,,,,,
chancbo01,1966,1,WS2,AL,1B,13,9,236,73,3,2,6,,,,,
chancde01,1966,1,CAL,AL,P,41,37,779,17,48,4,7,,,,,
charled01,1966,1,KC1,AL,1B,1,0,3,1,0,0,0,,,,,
charled01,1966,1,KC1,AL,3B,104,98,2647,85,201,11,21,,,,,
charled01,1966,1,KC1,AL,OF,1,1,18,0,0,0,0,,,,,
chavaos01,1966,1,KC1,AL,1B,8,2,72,25,1,0,1,,,,,
chavaos01,1966,1,KC1,AL,2B,14,9,275,19,28,1,5,,,,,
chavaos01,1966,1,KC1,AL,3B,5,2,51,2,6,0,1,,,,,
chavaos01,1966,1,KC1,AL,OF,26,21,506,30,1,2,1,,,,,
chavaos01,1966,1,KC1,AL,SS,23,15,456,29,50,4,15,,,,,
cheneto01,1966,1,WS2,AL,P,3,1,16,0,2,0,1,,,,,
chrisjo01,1966,1,BOS,AL,OF,2,1,30,1,0,0,0,,,,,
churcle01,1966,1,CHN,NL,P,4,0,18,0,1,0,0,,,,,
ciminpe01,1966,1,MIN,AL,P,35,0,194,0,8,1,1,,,,,
clarkho01,1966,1,NYA,AL,2B,16,14,389,42,38,3,9,,,,,
clarkho01,1966,1,NYA,AL,3B,4,3,111,2,4,1,2,,,,,
clarkho01,1966,1,NYA,AL,SS,63,59,1572,102,154,8,37,,,,,
clarkro02,1966,1,MIN,AL,3B,1,0,6,0,0,0,0,,,,,
clemedo01,1966,1,PHI,NL,1B,1,0,3,2,1,0,0,,,,,
clemedo01,1966,1,PHI,NL,OF,28,16,541,41,1,0,1,,,,,
clemero01,1966,1,PIT,NL,OF,154,153,4147,318,17,12,3,,,,,
clenddo01,1966,1,PIT,NL,1B,152,148,3997,1452,96,24,182,,,,,
clinety01,1966,1,CHN,NL,OF,5,3,84,7,0,0,0,,,,,
clinety01,1966,2,ATL,NL,1B,6,6,150,61,1,1,9,,,,,
clinety01,1966,2,ATL,NL,OF,19,6,267,21,1,0,0,,,,,
clintlo01,1966,1,NYA,AL,OF,63,36,1185,80,2,2,0,,,,,
clonito01,1966,1,ATL,NL,P,39,38,773,14,43,8,1,,,,,
clostal01,1966,1,WS2,AL,P,1,0,1,0,0,0,0,,,,,
coateji01,1966,1,CAL,AL,P,9,4,95,3,3,0,0,,,,,
cokerji01,1966,1,CIN,NL,C,39,30,804,205,25,5,2,1,15,16,15,0
cokerji01,1966,1,CIN,NL,OF,2,0,12,0,0,0,0,,,,,
colavro01,1966,1,CLE,AL,OF,146,145,3831,261,10,5,0,,,,,
colemch01,1966,1,NYN,NL,C,5,5,123,24,2,1,0,0,3,6,2,0
colemgo01,1966,1,CIN,NL,1B,65,63,1400,399,29,6,33,,,,,
colemjo05,1966,1,WS2,AL,P,1,1,27,2,2,0,1,,,,,
conigto01,1966,1,BOS,AL,OF,146,145,3924,244,8,7,1,,,,,
connobi01,1966,1,CHN,NL,P,11,0,48,0,3,0,0,,,,,
coombda01,1966,1,HOU,NL,P,2,0,8,0,0,0,0,,,,,
corrapa01,1966,1,SLN,NL,C,27,24,592,133,23,4,2,2,3,4,13,1
cosmaji01,1966,1,SLN,NL,P,1,1,27,1,0,0,0,,,,,
covinwe01,1966,1,CHN,NL,OF,1,1,27,2,0,0,0,,,,,
covinwe01,1966,2,LAN,NL,OF,2,2,45,1,0,0,0,,,,,
coxca01,1966,1,WS2,AL,P,66,0,339,2,24,1,1,,,,,
craigpe01,1966,1,WS2,AL,P,1,0,6,0,0,1,0,,,,,
craigro01,1966,1,PHI,NL,P,14,0,68,3,6,0,0,,,,,
crandde01,1966,1,CLE,AL,C,49,39,986,304,15,3,2,0,12,16,8,1
cuellmi01,1966,1,HOU,NL,P,38,28,682,5,38,2,4,,,,,
culleja01,1966,1,NYA,AL,P,5,0,34,1,0,1,0,,,,,
culleti01,1966,1,WS2,AL,2B,5,2,93,7,10,0,3,,,,,
culleti01,1966,1,WS2,AL,3B,8,6,156,7,9,2,1,,,,,
culpra01,1966,1,PHI,NL,P,34,12,332,3,14,2,0,,,,,
culvege01,1966,1,CLE,AL,P,5,1,29,1,3,0,1,,,,,
cunnijo01,1966,1,WS2,AL,1B,3,3,63,10,4,0,1,,,,,
dalrycl01,1966,1,PHI,NL,C,110,95,2641,615,48,5,5,9,24,33,29,1
davalvi01,1966,1,CLE,AL,OF,108,74,2246,208,6,3,1,,,,,
davenji01,1966,1,SFN,NL,1B,2,2,42,12,0,0,1,,,,,
davenji01,1966,1,SFN,NL,2B,21,5,211,18,23,2,2,,,,,
davenji01,1966,1,SFN,NL,3B,36,19,620,15,43,4,5,,,,,
davenji01,1966,1,SFN,NL,SS,58,41,1126,62,135,8,19,,,,,
davidte01,1966,1,CIN,NL,P,54,0,256,3,14,1,0,,,,,
davisbi01,1966,1,CLE,AL,1B,9,8,195,47,5,1,6,,,,,
davisbr02,1966,1,HOU,NL,OF,7,7,176,15,0,0,0,,,,,
davisro01,1966,1,HOU,NL,OF,48,47,1245,98,9,2,1,,,,,
davisto02,1966,1,LAN,NL,3B,2,0,18,1,4,0,0,,,,,
davisto02,1966,1,LAN,NL,OF,79,76,1838,98,5,3,1,,,,,
daviswi02,1966,1,LAN,NL,OF,152,150,3999,347,9,11,0,,,,,
delahmi01,1966,1,ATL,NL,2B,8,0,50,3,0,0,0,,,,,
delahmi01,1966,1,ATL,NL,3B,30,16,516,22,35,3,3,,,,,
delahmi01,1966,1,ATL,NL,SS,1,0,5,0,0,0,0,,,,,
demetdo01,1966,1,DET,AL,1B,4,1,50,16,4,0,1,,,,,
demetdo01,1966,1,DET,AL,OF,27,22,578,65,2,1,2,,,,,
demetdo01,1966,2,BOS,AL,1B,2,2,33,13,1,0,1,,,,,
demetdo01,1966,2,BOS,AL,OF,57,54,1377,109,3,2,0,,,,,
dennido01,1966,1,SLN,NL,P,38,1,179,5,24,1,0,,,,,
dicksji01,1966,1,KC1,AL,P,24,1,111,0,7,1,0,,,,,
dierkla01,1966,1,HOU,NL,P,29,28,561,13,26,2,1,,,,,
dietzdi01,1966,1,SFN,NL,C,6,3,109,22,3,0,0,1,4,3,3,0
dobsoch01,1966,1,KC1,AL,P,14,14,251,6,18,0,2,,,,,
donaljo01,1966,1,KC1,AL,2B,9,7,177,22,12,0,2,,,,,
dowlida01,1966,1,CHN,NL,P,1,1,27,1,0,0,0,,,,,
downial01,1966,1,NYA,AL,P,30,30,600,4,16,3,2,,,,,
drabomo01,1966,1,BAL,AL,P,44,3,288,1,12,0,0,,,,,
drysddo01,1966,1,LAN,NL,P,40,40,821,10,45,7,1,,,,,
duckwji01,1966,1,WS2,AL,P,5,4,43,0,0,0,0,,,,,
duckwji01,1966,2,KC1,AL,P,8,0,36,0,1,2,0,,,,,
earlear01,1966,1,CHN,NL,P,13,0,53,0,0,1,0,,,,,
edgerbi01,1966,1,KC1,AL,P,6,1,25,0,3,0,0,,,,,
edwarjo01,1966,1,CIN,NL,C,98,84,2212,617,40,5,3,7,30,50,25,3
egandi02,1966,1,CAL,AL,P,11,0,43,2,1,0,0,,,,,
eganto01,1966,1,CAL,AL,C,6,3,81,24,2,0,0,1,2,0,0,0
eilerda01,1966,1,NYN,NL,P,23,0,104,2,8,0,1,,,,,
eliale01,1966,1,CHA,AL,SS,75,64,1647,103,186,14,39,,,,,
elliola01,1966,1,NYN,NL,OF,54,53,1283,73,10,8,0,,,,,
ellissa01,1966,1,CIN,NL,P,41,36,663,8,23,1,1,,,,,
ellswdi01,1966,1,CHN,NL,P,38,37,808,19,53,5,3,,,,,
epstemi01,1966,1,BAL,AL,1B,4,2,75,36,2,0,3,,,,,
estrach01,1966,1,CHN,NL,P,9,1,37,0,1,0,0,,,,,
etchean01,1966,1,BAL,AL,C,121,118,3164,799,65,10,7,15,35,60,39,0
facero01,1966,1,PIT,NL,P,54,0,210,2,15,2,1,,,,,
fairlro01,1966,1,LAN,NL,1B,25,19,490,154,12,1,20,,,,,
fairlro01,1966,1,LAN,NL,OF,98,74,2164,110,2,3,0,,,,,
farretu01,1966,1,HOU,NL,P,32,21,458,11,13,2,1,,,,,
faulbi01,1966,1,CHN,NL,P,17,6,154,5,4,1,0,,,,,
fazioer01,1966,1,KC1,AL,2B,10,6,184,8,20,0,4,,,,,
fazioer01,1966,1,KC1,AL,SS,4,0,25,0,4,0,0,,,,,
ferraal01,1966,1,LAN,NL,OF,32,20,608,43,0,2,0,,,,,
ferrami01,1966,1,NYA,AL,3B,10,8,224,4,21,2,3,,,,,
fischha01,1966,1,ATL,NL,P,14,8,145,2,4,2,0,,,,,
fischha01,1966,2,CIN,NL,P,11,9,114,0,5,0,0,,,,,
fischha01,1966,3,BOS,AL,P,6,5,93,0,6,0,0,,,,,
fisheed02,1966,1,CHA,AL,P,23,0,106,1,7,1,0,,,,,
fisheed02,1966,2,BAL,AL,P,44,0,215,6,12,2,0,,,,,
fisheja01,1966,1,NYN,NL,P,38,33,690,26,45,3,3,,,,,
fitzmsh01,1966,1,NYN,NL,OF,5,3,90,9,1,0,0,,,,,
floodcu01,1966,1,SLN,NL,OF,159,155,4193,391,5,0,1,,,,,
fordwh01,1966,1,NYA,AL,P,22,9,219,7,26,4,2,,,,,
foxte01,1966,1,DET,AL,P,4,0,30,0,4,0,0,,,,,
foxte01,1966,2,PHI,NL,P,36,0,133,1,7,0,0,,,,,
foyjo01,1966,1,BOS,AL,3B,139,139,3732,150,279,21,28,,,,,
foyjo01,1966,1,BOS,AL,SS,13,11,313,19,31,6,7,,,,,
francti01,1966,1,SLN,NL,1B,30,21,625,210,18,3,20,,,,,
francti01,1966,1,SLN,NL,OF,9,9,186,14,0,0,0,,,,,
freehbi01,1966,1,DET,AL,1B,5,5,138,44,4,0,3,,,,,
freehbi01,1966,1,DET,AL,C,132,130,3470,898,56,4,11,3,42,44,24,3
freesge02,1966,1,CHA,AL,3B,34,24,675,12,64,9,5,,,,,
freesge02,1966,2,HOU,NL,2B,3,2,60,2,7,0,0,,,,,
freesge02,1966,2,HOU,NL,3B,4,2,78,4,8,3,0,,,,,
freesge02,1966,2,HOU,NL,OF,1,1,15,2,0,0,0,,,,,
fregoji01,1966,1,CAL,AL,1B,1,1,33,2,0,0,0,,,,,
fregoji01,1966,1,CAL,AL,SS,162,159,4267,297,531,35,125,,,,,
frencji01,1966,1,WS2,AL,C,10,8,207,45,2,1,0,1,5,6,3,0
frienbo01,1966,1,NYA,AL,P,12,8,134,3,13,0,0,,,,,
frienbo01,1966,2,NYN,NL,P,22,12,258,4,9,3,0,,,,,
frymawo01,1966,1,PIT,NL,P,36,28,545,6,21,0,1,,,,,
fuentti01,1966,1,SFN,NL,2B,60,52,1462,138,170,13,24,,,,,
fuentti01,1966,1,SFN,NL,SS,76,74,2005,145,233,17,44,,,,,
fulleve01,1966,1,CLE,AL,2B,16,14,375,29,27,0,12,,,,,
gabrile02,1966,1,SFN,NL,1B,6,3,129,44,4,0,5,,,,,
gabrile02,1966,1,SFN,NL,OF,67,56,1441,72,1,4,0,,,,,
gagliph01,1966,1,SLN,NL,1B,8,6,165,59,9,0,9,,,,,
gagliph01,1966,1,SLN,NL,2B,1,0,3,0,0,0,0,,,,,
gagliph01,1966,1,SLN,NL,3B,41,39,1035,30,77,2,7,,,,,
gagliph01,1966,1,SLN,NL,OF,5,3,78,6,0,0,0,,,,,
gainejo01,1966,1,HOU,NL,OF,3,2,57,1,0,1,0,,,,,
gardnro01,1966,1,NYN,NL,P,41,17,401,4,24,1,1,,,,,
garibbo01,1966,1,SFN,NL,P,1,0,3,0,0,0,0,,,,,
garread01,1966,1,ATL,NL,OF,1,0,6,0,0,0,0,,,,,
geigega01,1966,1,ATL,NL,OF,49,24,832,49,5,1,1,,,,,
gentiji01,1966,1,HOU,NL,1B,43,38,1056,321,30,4,28,,,,,
gentiji01,1966,2,CLE,AL,1B,9,6,185,46,5,3,4,,,,,
gibbojo01,1966,1,SFN,NL,P,37,10,243,3,21,2,1,,,,,
gibbsja01,1966,1,NYA,AL,C,54,49,1316,295,27,4,4,2,9,13,13,1
gibsobo01,1966,1,SLN,NL,P,35,35,841,26,28,2,4,,,,,
gilliji01,1966,1,LAN,NL,1B,2,0,12,1,0,0,0,,,,,
gilliji01,1966,1,LAN,NL,2B,2,0,3,2,0,0,0,,,,,
gilliji01,1966,1,LAN,NL,3B,70,52,1432,40,103,7,8,,,,,
giustda01,1966,1,HOU,NL,P,34,33,630,18,24,1,0,,,,,
gladdfr01,1966,1,DET,AL,P,51,0,222,1,11,2,0,,,,,
gondeje01,1966,1,PIT,NL,C,52,40,1126,238,27,6,4,7,9,18,12,0
gonzape01,1966,1,CLE,AL,2B,104,91,2552,237,257,8,62,,,,,
gonzape01,1966,1,CLE,AL,3B,1,1,27,0,3,0,0,,,,,
gonzape01,1966,1,CLE,AL,OF,1,0,6,0,0,0,0,,,,,
gonzato01,1966,1,PHI,NL,OF,121,92,2579,206,7,3,1,,,,,
goossgr01,1966,1,NYN,NL,C,11,8,222,29,3,0,0,1,3,7,3,0
gosgeji01,1966,1,BOS,AL,OF,32,28,801,66,0,1,0,,,,,
gosgeji01,1966,2,KC1,AL,OF,77,70,1843,158,3,1,0,,,,,
gotayju01,1966,1,HOU,NL,3B,1,1,6,1,1,0,0,,,,,
grahabi02,1966,1,DET,AL,P,1,0,6,0,0,0,0,,,,,
grantmu01,1966,1,MIN,AL,P,35,35,747,9,55,3,6,,,,,
greenda02,1966,1,NYN,NL,P,4,0,15,0,2,0,0,,,,,
greendi01,1966,1,KC1,AL,2B,137,135,3602,300,389,15,86,,,,,
greendi01,1966,1,KC1,AL,3B,2,2,54,2,1,1,0,,,,,
